gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000000142	793.9921327770395	-2.3848598961687342e-4	0.00818699494240703	0.5839894335663423	0.9999567909085414
ENSMUSG00000000148	733.3187352830898	6.683170504041827e-6	0.00818762260486686	0.9874134638494252	0.9999567909085414
ENSMUSG00000000149	2474.6713601915453	-5.0776102995516815e-5	0.008186531949521557	0.9089736029704807	0.9999567909085414
ENSMUSG00000000154	24.87446834440278	6.709013823739066e-5	0.00819782415700938	0.553094530504001	0.9999567909085414
ENSMUSG00000000157	12.079062268771533	1.263955482920088e-4	0.008198185735032426	0.127208514386544	0.9999567909085414
ENSMUSG00000000159	15.876035229337464	-5.516466716183049e-6	0.008198068532082992	0.953077259875096	0.9999567909085414
ENSMUSG00000000167	61.8542152310452	5.452873197242462e-5	0.008196893609093705	0.7447025840930462	0.9999567909085414
ENSMUSG00000000168	4667.820018840333	4.1680757303192833e-4	0.008178644270743355	0.46491041798836447	0.9999567909085414
ENSMUSG00000000171	3466.498050705203	-7.633968424224286e-5	0.008187969176308025	0.854718268650367	0.9999567909085414
ENSMUSG00000000182	31.431565953124817	6.851374362952147e-5	0.008197611952681044	0.5911971441688437	0.9999567909085414
ENSMUSG00000000184	359.45360864971974	4.32652174014407e-5	0.008195846520290088	0.8387196170821085	0.9999567909085414
ENSMUSG00000000194	2248.9210893011473	2.8678036462604484e-4	0.008179396283951802	0.6083020056707346	0.9999567909085414
ENSMUSG00000000197	4119.134646853722	-2.9183642194856345e-4	0.008183103208693502	0.5617631010354183	0.9999567909085414
ENSMUSG00000000202	947.7167627048824	3.853499223045924e-5	0.00818420455655138	0.9366530938918828	0.9999567909085414
ENSMUSG00000000204	24.268161843590942	5.1940731161411046e-5	0.008198326227283111	0.44201217133610915	0.9999567909085414
ENSMUSG00000000214	397.8533433960477	1.5985803950591582e-4	0.00819470215553396	0.5271762567969228	0.9999567909085414
ENSMUSG00000000215	5.390927039634263	4.603812724077353e-5	0.00819842395536167	0.39761932211861495	0.9999567909085414
ENSMUSG00000000216	86.58533899603401	4.33103986261068e-5	0.00819732847974738	0.7645870684452476	0.9999567909085414
ENSMUSG00000000223	1267.4428806928229	3.413372844884971e-4	0.008184562709781495	0.47592027552459426	0.9999567909085414
ENSMUSG00000000244	6.579254477189973	2.896565141502313e-5	0.00819839279900618	0.6230686801550827	0.9999567909085414
ENSMUSG00000000247	39.576407524916476	-1.4378378208442706e-4	0.008198044182976233	0.13360750600974625	0.9999567909085414
ENSMUSG00000000253	904.4119231861768	-1.9135953949824328e-4	0.008189841487273565	0.6132119142689916	0.9999567909085414
ENSMUSG00000000263	85.04541684981342	-1.6763460452216166e-4	0.008197419721064173	0.22902880014200802	0.9999567909085414
ENSMUSG00000000266	1904.602639573892	-3.256854160585876e-4	0.008179591461608796	0.5585562132109425	0.9999567909085414
ENSMUSG00000000275	263.70981733762824	1.3923060898516867e-4	0.00819249780502919	0.6596477265103937	0.9999567909085414
ENSMUSG00000000276	3774.6141858433202	3.0280097359438717e-4	0.008180071275131743	0.5817447830666271	0.9999567909085414
ENSMUSG00000000278	598.9021895082662	2.0975014040850576e-4	0.008187071282274984	0.6289718738904218	0.9999567909085414
ENSMUSG00000000282	1146.5837227590484	-4.7426770680051146e-4	0.0081866410083995	0.2833815127075407	0.9999567909085414
ENSMUSG00000000290	95.83131569864562	-1.1565783066969123e-4	0.008195826469760692	0.5877351292304291	0.9999567909085414
ENSMUSG00000000295	220.23398677073294	-8.569095655772309e-5	0.00819438216677305	0.7445210596743498	0.9999567909085414
ENSMUSG00000000296	262.8030853674388	1.2065659901638698e-4	0.008193932429502773	0.6626700116406343	0.9999567909085414
ENSMUSG00000000301	45.42567177021093	1.3292800347892536e-4	0.00819710878443972	0.3959018789423767	0.9999567909085414
ENSMUSG00000000303	432.06406659573213	2.3619652646867984e-4	0.008195341252362107	0.30698047073386786	0.9999567909085414
ENSMUSG00000000305	686.5277826439587	-3.9220954716986435e-4	0.008189073634447876	0.3204353114760757	0.9999567909085414
ENSMUSG00000000308	5194.892769560242	-2.3888232809617154e-4	0.008188817909416906	0.5503653464702098	0.9999567909085414
ENSMUSG00000000317	93.3375711351445	-2.608200567616144e-4	0.008196992198853285	0.1086169507579873	0.9999567909085414
ENSMUSG00000000318	45.89537869224395	1.0274272302034252e-4	0.008197120160484538	0.5100955572949757	0.9999567909085414
